一万一千	一萬一千
大陆同胞	大陸同胞
大陆板块	大陸板塊
大陆气团	大陸氣團
大陆法系	大陸法系
大陪审团	大陪審團
大雨如注	大雨如注
大面儿上	大面兒上
大面皮儿	大面皮兒
大马步挂	大馬步掛
大麻里乡	大麻里鄉
天下杂志	天下雜誌
天人合一	天人合一
天人永别	天人永別
天从人愿	天從人願
天作之合	天作之合
天克地冲	天剋地衝
天冬氨酸	天冬氨酸
天冬酰胺	天冬醯胺
天地万物	天地萬物
天地为范	天地爲範
天地之别	天地之別
天地可表	天地可表
天地志狼	天地志狼
天壤之别	天壤之別
天复地载	天覆地載
天妒英才	天妒英才
天孙娘娘	天孫娘娘
天差地别	天差地別
天干地支	天干地支
天干物燥	天乾物燥
天心和合	天心和合
天才儿童	天才兒童
天才教育	天才教育
天才横溢	天才橫溢
天文学钟	天文學鐘
天日之表	天日之表
天昏地暗	天昏地暗
天机云锦	天機雲錦
天津师范	天津師範
天渊之别	天淵之別
天然纤维	天然纖維
天纵之才	天縱之才
天缘凑合	天緣湊合
天缘巧合	天緣巧合
天缘注定	天緣注定
天翻地复	天翻地覆
天翻地覆	天翻地覆
天覆地载	天覆地載
天路历程	天路歷程
天门冬科	天門冬科
天随人愿	天隨人願
太乙神针	太乙神針
太仆寺卿	太僕寺卿
太仆寺旗	太僕寺旗
太初历史	太初歷史
太子舍人	太子舍人
太平御览	太平御覽
太极图说	太極圖說
太皇太后	太皇太后
太空艺术	太空藝術
太阳能板	太阳能板
太麻里乡	太麻里鄉
太麻里溪	太麻里溪
夫妇关系	夫婦關係
夫妇合璧	夫婦合璧
夫妇好合	夫婦好合
夫妻关系	夫妻關係
央浼营干	央浼營幹
夯土建筑	夯土建築
失之毫厘	失之毫釐
失信于人	失信於人
失张失志	失張失志
失而复得	失而復得
失饥伤饱	失飢傷飽
头发上指	頭髮上指
头发了狂	頭發了狂
头发了疯	頭發了瘋
头发壳子	頭髮殼子
头昏眼暗	頭昏眼暗
头破血出	頭破血出
头脑发胀	頭腦發脹
头面人物	頭面人物
夸下海口	誇下海口
夸多斗靡	誇多鬥靡
夸大不实	誇大不實
夸大之词	誇大之詞
夸大其词	誇大其詞
夸大其辞	誇大其辭
夸夸其谈	誇誇其談
夸张其辞	誇張其辭
夸强说会	誇強說會
夸才卖智	誇才賣智
夸来夸去	誇來誇去
夸父逐日	夸父逐日
夸胜道强	誇勝道強
夸能斗智	誇能鬥智
夸诞不经	夸誕不經
夹心饼干	夾心餅乾
夺眶而出	奪眶而出
夺门而出	奪門而出
奇丑无比	奇醜無比
奇冤极枉	奇冤極枉
奇异夸克	奇異夸克
奇才异能	奇才異能
奇袭战术	奇襲戰術
奉公克己	奉公剋己
奉毂后车	奉轂後車
奉系军阀	奉系軍閥
奋勇向前	奮勇向前
奋勇当先	奮勇當先
奋发向上	奮發向上
奋发图强	奮發圖強
奋发有为	奮發有爲
奋发自强	奮發自強
奋发蹈厉	奮發蹈厲
奋斗不懈	奮鬥不懈
奋斗到底	奮鬥到底
奋斗目标	奮鬥目標
奎尼匹克	奎尼匹克
奏鸣曲式	奏鳴曲式
契合金兰	契合金蘭
奖励制度	獎勵制度
套装旅游	套裝旅遊
奥士力克	奧士力克
奥密克戎	奧密克戎
奥德修斯	奧德修斯
奥托瓦兹	奧托瓦茲
奥林匹克	奧林匹克
奥特朗托	奧特朗托
奥迪修斯	奧迪修斯
奥里萨省	奧里薩省
奥里萨邦	奧里薩邦
奥里里亚	奧里里亞
女丑剧场	女丑劇場
女中豪杰	女中豪傑
女修道张	女修道張
女修道院	女修道院
女大当嫁	女大當嫁
女大须嫁	女大須嫁
女性厌恶	女性厭惡
女性艺术	女性藝術
女生外向	女生外嚮
女系家族	女系家族
女貌郎才	女貌郎才
女长须嫁	女長須嫁
奴隶制度	奴隸制度
奸人之雄	奸人之雄
奸同鬼蜮	奸同鬼蜮
奸夫淫妇	姦夫淫婦
奸官污吏	奸官汙吏
奸淫掳掠	姦淫擄掠
奸盗邪淫	姦盜邪淫
奸胥猾吏	奸胥猾吏
奸诈不级	奸詐不級
好兵帅克	好兵帥克
好几十万	好幾十萬
好几千万	好幾千萬
好几百万	好幾百萬
好出风头	好出風頭
好勇斗狠	好勇鬥狠
好善嫉恶	好善嫉惡
好善恶恶	好善惡惡
好好地干	好好地幹
好戏连台	好戲連臺
好手如云	好手如雲
好气万千	好氣萬千
好生恶杀	好生惡殺
好管闲事	好管閒事
好自矜夸	好自矜誇
好话说尽	好話說盡
好谀恶直	好諛惡直
好逸恶劳	好逸惡勞
好酒贪杯	好酒貪杯
如不胜衣	如不勝衣
如临深谷	如臨深谷
如临渊谷	如臨淵谷
如入云端	如入雲端
如出一口	如出一口
如出一辙	如出一轍
如坐云雾	如坐雲霧
如坐针毡	如坐鍼氈
如堕烟雾	如墮煙霧
如愿以偿	如願以償
如所周知	如所周知
如日东升	如日東昇
如日方升	如日方升
如有雷同	如有雷同
如法泡制	如法泡製
如法炮制	如法炮製
如获珍宝	如獲珍寶
如获至宝	如獲至寶
如隔三秋	如隔三秋
如饥似渴	如飢似渴
如饥如渴	如飢如渴
妇人生须	婦人生鬚
妇女团体	婦女團體
妇女杂志	婦女雜誌
妖术惑众	妖術惑眾
妖术邪法	妖術邪法
妖气冲天	妖氣衝天
妖里妖气	妖里妖氣
妙发灵机	妙發靈機
妙手回春	妙手回春
妙探寻凶	妙探尋兇
姑息养奸	姑息養奸
委曲成全	委曲成全
委曲求全	委曲求全
委派代表	委派代表
委罪于人	委罪於人
姜家大被	姜家大被
姜就是老	薑就是老
姜桂老辣	薑桂老辣
姜还是老	薑還是老
威克菲尔	威克菲爾
威布里吉	威布里吉
威比苏诺	威比蘇諾
威风八面	威風八面
娇嫩欲滴	嬌嫩欲滴
娇艳欲滴	嬌豔欲滴
娇袅不胜	嬌嫋不勝
娴于辞令	嫻於辭令
婚前婚后	婚前婚後
婚姻制度	婚姻制度
媚如秋月	媚如秋月
媮合苟容	媮合苟容
嫁个老公	嫁個老公
嫁祸于人	嫁禍於人
嫉恶好善	嫉惡好善
嫉恶如仇	嫉惡如仇
嫉恶若仇	嫉惡若仇
嫌好道丑	嫌好道醜
嫌好道恶	嫌好道惡
嫠忧宗周	嫠憂宗周
子之丰兮	子之丰兮
子姜炒鸡	子薑炒鶏
子孙娘娘	子孫娘娘
子曰诗云	子曰詩云
子癫前症	子癲前症
孔明借箭	孔明借箭
孔章望斗	孔章望斗
字里行间	字裏行間
字面意义	字面意義
字面意思	字面意思
字面解释	字面解釋
存亡之秋	存亡之秋
存亡未卜	存亡未卜
存托凭证	存託憑證
孟什维克	孟什維克
孟德尔松	孟德爾松
季布一诺	季布一諾
季札挂剑	季札掛劍
季瑟雅克	季瑟雅克
季节洄游	季節洄游
孤云野鹤	孤雲野鶴
孤军奋斗	孤軍奮鬥
孤寡不谷	孤寡不穀
孤形只影	孤形隻影
孤形吊影	孤形吊影
孤注一掷	孤注一擲
孤灯挑尽	孤燈挑盡
孤身只影	孤身隻影
孤辰合注	孤辰合注
学习曲线	學習曲綫
学习范例	學習範例
学习计划	學習計劃
学以致用	學以致用
学优才赡	學優才贍
学位制度	學位制度
学力鉴定	學力鑑定
学术团体	學術團體
学术报告	學術報告
学术水平	學術水平
学术研究	學術研究
学术网路	學術網路
学术自由	學術自由
学校同学	學校同學
学浅才疏	學淺才疏
学疏才浅	學疏才淺
孽障种子	孽障種子
宁夏回族	寧夏回族
宁当玉碎	寧當玉碎
宁折不弯	寧折不彎
宁静致远	寧靜致遠
守先待后	守先待後
守正不回	守正不回
守节不回	守節不回
安于一隅	安於一隅
安于泰山	安於泰山
安于现状	安於現狀
安仁鬓秋	安仁鬢秋
安克拉治	安克拉治
安克雷奇	安克雷奇
安全系数	安全係數
安全系统	安全系統
安全防范	安全防範
安吉里科	安吉里科
安布罗斯	安布羅斯
安步当车	安步當車
安沈铁路	安瀋鐵路
安营扎寨	安營紮寨
安适如常	安適如常
安闲惬意	安閒愜意
安闲自在	安閒自在
安闲自得	安閒自得
安闲舒适	安閒舒適
安闲随意	安閒隨意
安魂弥撒	安魂彌撒
完全愈复	完全癒復
完全正确	完全正確
完税价格	完稅價格
完税货价	完稅貨價
宏碁集团	宏碁集團
宗教团体	宗教團體
宗法制度	宗法制度
官兵一致	官兵一致
官商合办	官商合辦
官地为采	官地爲寀
官复原职	官復原職
官报私仇	官報私仇
官私合营	官私合營
定义范围	定義範圍
定于一尊	定於一尊
定向培育	定向培育
定向天线	定向天綫
定向越野	定向越野
定时号志	定時號誌
宛若游龙	宛若游龍
宛转周折	宛轉周折
宝山空回	寶山空回
宝里宝气	寶里寶氣
宝钢集团	寶鋼集團
实业计划	實業計劃
实况录影	實況錄影
实况录音	實況錄音
实时技术	實時技術
实用价值	實用價值
实际范围	實際範圍
审囚刷卷	審囚刷卷
审曲面势	審曲面勢
审级制度	審級制度
审计范围	審計範圍
客串演出	客串演出
客如云集	客如雲集
宣布无效	宣佈無效
宣布独立	宣佈獨立
宣布破产	宣布破產
宣誓代表	宣誓代表
室內乐团	室內樂團
家庭制度	家庭制度
家庭计划	家庭計劃
家族同盟	家族同盟
家无斗储	家無斗儲
家财万贯	家財萬貫
家赀万贯	家貲萬貫
家长里短	家長里短
家门不幸	家門不幸
家门有幸	家門有幸
容光焕发	容光煥發
容后说明	容後說明
宽宽松松	寬寬鬆鬆
宽打周遭	寬打周遭
宾主关系	賓主關係
宾主尽欢	賓主盡歡
宾客如云	賓客如雲
宿愿已偿	宿願已償
宿愿得偿	宿願得償
宿舍网路	宿舍網路
寄挂号信	寄掛號信
寄生昆虫	寄生昆蟲
寄生虫病	寄生蟲病
密云不雨	密雲不雨
密切关系	密切關係
密切注意	密切注意
密切注视	密切注視
密密扎扎	密密扎扎
密苏里州	密蘇里州
密苏里河	密蘇里河
富于想像	富於想像
富兰克林	富蘭克林
富富有余	富富有餘
富布赖特	富布賴特
富贵浮云	富貴浮雲
寒冬腊月	寒冬臘月
寒武爆发	寒武爆發
寒波荡漾	寒波盪漾
寓兵于农	寓兵於農
寓教于乐	寓教於樂
寓禁于征	寓禁於征
寝丘之志	寢丘之志
察布查尔	察布査爾
寥寥无几	寥寥無幾
寸丝不挂	寸絲不掛
寸发千金	寸髮千金
对了槛儿	對了檻兒
对冲基金	對衝基金
对准目标	對準目標
对准钟表	對準鐘錶
对华发动	對華發動
对合起来	對合起來
对外关系	對外關係
对天发誓	對天發誓
对流云系	對流雲系
对焦范围	對焦範圍
对症下药	對症下藥
对症发药	對症發藥
对等关系	對等關係
对酒当歌	對酒當歌
寻幽探胜	尋幽探勝
寻幽访胜	尋幽訪勝
寻找出来	尋找出來
寻来范畴	尋來範疇
寻求出来	尋求出來
导向思考	導向思考
导向飞弹	導向飛彈
导向鱼雷	導向魚雷
导引之术	導引之術
导引系统	導引系統
导弹系统	導彈系統
导气之术	導氣之術
导致死亡	導致死亡
导航系统	導航系統
寿数已尽	壽數已盡
封侯万里	封侯萬里
封官许愿	封官許願
封建制度	封建制度
封建割据	封建割據
封杀出局	封殺出局
封胡羯末	封胡羯末
封胡遏末	封胡遏末
封面人物	封面人物
封面女郎	封面女郎
封面设计	封面設計
射影几何	射影幾何
射频干扰	射頻干擾
射频识别	射頻識別
将假当真	將假當真
将功折罪	將功折罪
将功折过	將功折過
将尽未尽	將盡未盡
将遇良才	將遇良才
将门之后	將門之後
小丑丫鬟	小醜丫鬟
小丑跳梁	小醜跳樑
小人得志	小人得志
小众艺术	小眾藝術
小千世界	小千世界
小型柜橱	小型櫃櫥
小型钟表	小型鐘錶
小型钟面	小型鐘面
小姑娘树	小姑娘樹
小子后生	小子後生
小廉曲谨	小廉曲謹
小才大用	小才大用
小时了了	小時了了
小步舞曲	小步舞曲
小泽征尔	小澤征爾
小红萝卜	小紅蘿蔔
小花远志	小花遠志
小苏打粉	小蘇打粉
小萝卜头	小蘿蔔頭
小表姊夫	小表姊夫
小里小气	小裏小氣
小针美容	小針美容
小鬼当家	小鬼當家
少年才俊	少年才俊
少惹闲事	少惹閒事
少私寡欲	少私寡慾
少管闲事	少管閒事
少说几句	少說幾句
尘襟尽涤	塵襟盡滌
尘饭涂羹	塵飯塗羹
尝尽心酸	嘗盡心酸
尝来尝去	嚐來嚐去
尝胆臥薪	嘗膽臥薪
尝鼎一脔	嘗鼎一臠
尤云殢雨	尤雲殢雨
尤克利斯	尤克利斯
尤克勒斯	尤克勒斯
尤克里斯	尤克里斯
尤基里斯	尤基里斯
尤班克斯	尤班克斯
尤里西斯	尤里西斯
尨眉皓发	尨眉皓髮
就干一杯	就乾一杯
就日瞻云	就日瞻雲
就汤下面	就湯下麵
尸位素餐	尸位素餐
尸体剖检	屍體剖檢
尸体解剖	屍體解剖
尸居余气	尸居餘氣
尸居馀气	尸居餘氣
尸居龙见	尸居龍見
尸山血海	屍山血海
尸横遍野	屍橫遍野
尸祝代庖	尸祝代庖
尸禄素餐	尸祿素餐
尸骨无存	屍骨無存
尸骨早寒	屍骨早寒
尸骨未寒	屍骨未寒
尸鸠之仁	尸鳩之仁
尸鸠之平	尸鳩之平
尹邢避面	尹邢避面
尺二秀才	尺二秀才
尺寸千里	尺寸千里
尺寸斗粟	尺寸斗粟
尺布斗粟	尺布斗粟
尺幅千里	尺幅千里
尺板斗食	尺板斗食
尼克劳斯	尼克勞斯
尼勒克县	尼勒克縣
尼坦雅胡	尼坦雅胡
尽人皆知	盡人皆知
尽付东流	盡付東流
尽付阙如	盡付闕如
尽做坏事	盡做壞事
尽兴而归	盡興而歸
尽其在我	盡其在我
尽其所有	盡其所有
尽其所能	盡其所能
尽其所长	盡其所長
尽力去做	儘力去做
尽力而为	儘力而爲
尽善尽美	盡善盡美
尽如人意	盡如人意
尽展所长	盡展所長
尽心图报	盡心圖報
尽心尽力	盡心盡力
尽心竭力	盡心竭力
尽心竭诚	盡心竭誠
尽忠报国	盡忠報國
尽忠竭力	盡忠竭力
尽忠职守	盡忠職守
尽态极妍	盡態極妍
尽情吐露	盡情吐露
尽情尽理	盡情盡理
尽情欢乐	盡情歡樂
尽情欢唱	盡情歡唱
尽情歌唱	盡情歌唱
尽情玩乐	盡情玩樂
尽意随心	儘意隨心
尽收眼底	盡收眼底
尽日穷夜	盡日窮夜
尽有可能	儘有可能
尽欢而散	盡歡而散
尽瘁鞠躬	盡瘁鞠躬
尽盘将军	盡盤將軍
尽管如此	儘管如此
尽美尽善	盡美盡善
尽职尽责	盡職盡責
尽节竭诚	盡節竭誠
尽诚竭节	盡誠竭節
尽释前嫌	盡釋前嫌
尽里边儿	儘裏邊兒
尽量克制	盡量剋制
尾身幸次	尾身幸次
层出不穷	層出不窮
层出叠见	層出疊見
层见叠出	層見疊出
层见迭出	層見迭出
居心险恶	居心險惡
居里夫人	居里夫人
屈一伸万	屈一伸萬
展现出来	展現出來
展露出来	展露出來
属毛离里	屬毛離裏
屡仆屡起	屢仆屢起
屡出新招	屢出新招
屡出狂言	屢出狂言
屡战屡胜	屢戰屢勝
屡顾尔仆	屢顧爾僕
山中白云	山中白雲
山前山后	山前山後
山地同胞	山地同胞
山崩钟应	山崩鐘應
山有扶苏	山有扶蘇
山栖谷隐	山棲谷隱
山栖谷饮	山棲谷飲
山洪暴发	山洪暴發
山穷水尽	山窮水盡
山羊胡子	山羊鬍子
山胡桃木	山胡桃木
山重水复	山重水複
山雨欲来	山雨欲來
岁丰年稔	歲豐年稔
岁寒松柏	歲寒松柏
岁稔年丰	歲稔年豐
岁聿云暮	歲聿云暮
岁计余绌	歲計餘絀
岚烟波影	嵐煙波影
岩墙之下	巖牆之下
岩居穴处	巖居穴處
岩居谷饮	巖居谷飲
岩村明宪	岩村明憲
岩石循环	岩石循環
岩穴之士	巖穴之士
峇峇娘惹	峇峇孃惹
峰回路转	峰迴路轉
崑仑奴传	崑崙奴傳
崑仑山脉	崑崙山脈
嵚埼历落	嶔埼歷落
巅崖峻谷	巔崖峻谷
巍巍荡荡	巍巍蕩蕩
巡回公演	巡迴公演
巡回剧团	巡迴劇團
巡回医疗	巡迴醫療
巡回大使	巡迴大使
巡回学校	巡迴學校
巡回审判	巡迴審判
巡回检査	巡迴檢査
巡回法庭	巡回法庭
巡回演出	巡迴演出
巡回演唱	巡迴演唱
工业体系	工業體系
工业团体	工業團體
工业技术	工業技術
工于心计	工於心計
工作制度	工作制度
工作规范	工作規範
工厂卫生	工廠衛生
工厂工业	工廠工業
工厂布置	工廠布置
工团主义	工團主義
工布江达	工布江達
工矿炸药	工礦炸藥
工程学系	工程學系
工艺美术	工藝美術
左冲右突	左衝右突
左右前后	左右前後
左右摇摆	左右搖擺
左右采之	左右采之
左右采获	左右採獲
左氏春秋	左氏春秋
左邻右舍	左鄰右舍
左邻右里	左鄰右里
巧克力糖	巧克力糖
巧克力色	巧克力色
巧克力酱	巧克力醬
巧发奇中	巧發奇中
