一万二	一萬二
学习团	學習團
学分制	學分制
学区制	學區制
学名药	學名藥
学员制	學員制
学回去	學回去
学回来	學回來
学徒制	學徒制
学术奖	學術獎
学术性	學術性
学术界	學術界
学术科	學術科
学术组	學術組
学籍表	學籍表
学经历	學經歷
学长制	學長制
孩儿面	孩兒面
孵出来	孵出來
宇宙云	宇宙雲
宇宙志	宇宙誌
安万特	安萬特
安克拉	安克拉
安可曲	安可曲
安山岩	安山岩
安席克	安席克
安眠药	安眠藥
安胎药	安胎藥
安萨里	安薩里
安钦云	安欽雲
安魂曲	安魂曲
宋三彩	宋三彩
完全叶	完全葉
完工后	完工後
完成后	完成後
宗周钟	宗周鐘
宗教团	宗教團
官历史	官歷史
官台木	官台木
官料药	官料藥
官板儿	官板兒
官能团	官能團
官能症	官能症
官面儿	官面兒
定义出	定義出
定出来	定出來
定制化	定制化
定南针	定南針
定时钟	定時鐘
定点厂	定點廠
定碳杯	定碳杯
定胜败	定勝敗
定范围	定範圍
定计划	定計劃
定都于	定都於
定风针	定風針
宜丰县	宜豐縣
宝丰县	寶豐縣
宝历史	寶歷史
宝山庄	寶山庄
宝贝团	寶貝團
实名制	實名制
实干家	實幹家
实质面	實質面
客制化	客製化
宣传周	宣傳週
宣室志	宣室志
宫里蓝	宮里藍
害人虫	害人蟲
家具体	家具體
家具备	家具備
家具有	家具有
家具行	家具行
家山药	家山藥
家政系	家政系
家机布	家機布
家里的	家裏的
家长制	家長制
宿松县	宿松縣
宿舍区	宿舍區
宿舍楼	宿舍樓
宿舍费	宿舍費
寄出去	寄出去
寄托在	寄托在
寄挂号	寄掛號
寄生虫	寄生蟲
密云县	密雲縣
密苏里	密蘇裏
富春秋	富春秋
富维克	富維克
富色彩	富色彩
富里乡	富里鄉
寒假里	寒假裏
寒号虫	寒號蟲
寒暑表	寒暑表
寒武系	寒武系
察合台	察合臺
察觉出	察覺出
对准表	對準錶
对准钟	對準鐘
对台戏	對臺戲
对对胡	對對胡
对数表	對數表
对照表	對照表
对着干	對著幹
对立面	對立面
对表中	對表中
对表扬	對表揚
对表明	對表明
对表演	對表演
对表现	對表現
对表达	對表達
寻找出	尋找出
导出值	導出值
导出去	導出去
导出来	導出來
导向型	導向型
导师制	導師制
导流板	導流板
导生制	導生制
导风板	導風板
寿丰乡	壽豐鄉
封了火	封了火
封檐板	封檐板
封面里	封面裏
射不出	射不出
射出去	射出去
射出来	射出來
射回去	射回去
射回来	射回來
射雕手	射鵰手
将出去	將出去
将出来	將出來
将占卜	將占卜
将回到	將回到
将回去	將回去
将回来	將回來
将无同	將無同
小丑鱼	小丑魚
小业种	小業種
小个子	小個子
小伙子	小夥子
小伙计	小夥計
小便斗	小便斗
小傢伙	小傢伙
小冲突	小衝突
小划子	小划子
小发财	小發財
小只会	小只會
小只可	小只可
小只在	小只在
小只是	小只是
小只有	小只有
小只能	小只能
小只需	小只需
小叮当	小叮噹
小同乡	小同鄉
小后生	小後生
小周后	小周后
小场面	小場面
小型钟	小型鐘
小夜曲	小夜曲
小天后	小天后
小姑娘	小姑娘
小娘子	小娘子
小岩洞	小岩洞
小恶魔	小惡魔
小才子	小才子
小挂儿	小掛兒
小插曲	小插曲
小松糕	小鬆糕
小柜子	小櫃子
小栗旬	小栗旬
小毛虫	小毛蟲
小瀑布	小瀑布
小班制	小班制
小秀才	小秀才
小秋收	小秋收
小米面	小米麵
小老板	小老闆
小胜利	小勝利
小胡子	小鬍子
小胡桃	小胡桃
小脏鬼	小髒鬼
小舍人	小舍人
小苏打	小蘇打
小苹果	小蘋果
小范围	小範圍
小虫子	小蟲子
小行板	小行板
小表哥	小表哥
小表妹	小表妹
小表姊	小表姊
小表嫂	小表嫂
小表弟	小表弟
小铲子	小鏟子
小集团	小集團
小面包	小麵包
小须鲸	小鬚鯨
少不了	少不了
少掌柜	少掌櫃
少数党	少數黨
尔冬升	爾冬升
尔本周	爾本週
尖团字	尖團字
尖团音	尖團音
尖扎县	尖扎縣
尖管面	尖管麵
尖裂叶	尖裂葉
尘卷风	塵捲風
尘肺症	塵肺症
尘芥虫	塵芥蟲
尚志市	尚志市
尚慕杰	尚慕傑
尝汤戏	嘗湯戲
尝甜头	嘗甜頭
尝试性	嘗試性
尝起来	嚐起來
尤克斯	尤克斯
尤秋兴	尤秋興
就克制	就剋制
就出去	就出去
就出来	就出來
就吃干	就吃乾
就回去	就回去
就回来	就回來
就干一	就幹一
就干吧	就幹吧
就干淨	就乾淨
就当作	就當作
就拿出	就拿出
就是了	就是了
就晚了	就晚了
就读于	就讀於
就里人	就裏人
尸体袋	屍體袋
尸陀林	尸陀林
尸魂界	尸魂界
尹秋君	尹秋君
尼克松	尼克松
尼克森	尼克森
尼克洛	尼克洛
尼克队	尼克隊
尼勒克	尼勒克
尼姑庵	尼姑庵
尼龙布	尼龍佈
尽义务	盡義務
尽人事	盡人事
尽人情	盡人情
尽全力	盡全力
尽全心	盡全心
尽可能	儘可能
尽场儿	盡場兒
尽头话	盡頭話
尽底下	儘底下
尽快地	盡快地
尽快的	盡快的
尽本分	盡本分
尽落尾	儘落尾
尽责任	盡責任
尽铅华	盡鉛華
尿出子	尿出子
尿崩症	尿崩症
尿布台	尿布台
尿布疹	尿布疹
尿毒症	尿毒症
局限于	局限於
局麻药	侷麻藥
层压板	層壓板
层积云	層積雲
居住于	居住於
屈万里	屈萬里
屈就于	屈就於
屈折语	屈折語
屈服于	屈服於
屋子里	屋子裏
屋里人	屋裏人
屋里的	屋裏的
屋面板	屋面板
屋面瓦	屋面瓦
屏风后	屏風後
展现出	展現出
展示出	展示出
展示柜	展示櫃
展露出	展露出
属于偶	屬於偶
属意于	屬意於
屠苏酒	屠蘇酒
履历片	履歷片
履历表	履歷表
屯田制	屯田制
山仔后	山仔后
山洞里	山洞裏
山羊胡	山羊鬍
山羊须	山羊鬚
山药蛋	山藥蛋
山谷地	山谷地
山里站	山里站
山里红	山裏紅
岩土体	岩土體
岩手县	岩手縣
岩流圈	巖流圈
岩浆岩	岩漿岩
岩浆流	岩漿流
岩濑健	岩瀨健
岩石圈	岩石圈
岩石学	岩石學
岩石层	岩石層
岩蔷薇	岩薔薇
岫岩县	岫岩縣
峇里岛	峇里島
峰火台	峰火臺
崑仑奴	崑崙奴
崑仑山	崑崙山
崔京周	崔京周
崔克索	崔克索
川党参	川黨參
川埼症	川埼症
川汇区	川匯區
巡回展	巡迴展
巡回祭	巡迴祭
巡回赛	巡迴賽
巡回车	巡迴車
工人党	工人黨
工作制	工作制
工作台	工作臺
工作团	工作團
工作表	工作表
工作面	工作面
工厂权	工廠權
工厂法	工廠法
工程系	工程系
左云县	左雲縣
左光斗	左光斗
左后方	左後方
左里克	左里克
巧克力	巧克力
巧克莉	巧克莉
巧历史	巧歷史
巧当儿	巧當兒
巨人症	巨人症
巨脾症	巨脾症
差多了	差多了
已占卜	已占卜
已占算	已占算
已对于	已對於
巴克利	巴克利
巴克礼	巴克禮
巴克莱	巴克萊
巴克雷	巴克雷
巴别塔	巴別塔
巴厘岛	巴厘島
巴尔干	巴爾幹
巴尔赞	巴爾贊
巴布亚	巴布亞
巴布尔	巴布爾
巴托丽	巴托麗
巴托莉	巴托莉
巴拉克	巴拉克
巴拉松	巴拉松
巴斯克	巴斯克
巴松管	巴松管
巴洛克	巴洛克
巴瑞克	巴瑞克
巴罗克	巴羅克
巴胡提	巴胡提
巴舍莱	巴舍萊
巴贝克	巴貝克
巴里坤	巴裏坤
巴里岛	巴里島
巴里斯	巴里斯
市党部	市黨部
市占率	市佔率
市场价	市場價
市长杯	市長盃
市面上	市面上
布一个	佈一個
布什尔	布什爾
布仑特	布侖特
布伦尼	布倫尼
布伦森	布倫森
布伦特	布倫特
布佳迪	布佳迪
布依族	布依族
布偶戏	布偶戲
布克奖	布克獎
布兰克	布蘭克
布兰妮	布蘭妮
布兰德	布蘭德
布兰森	佈蘭森
布兰特	布蘭特
布兰琪	布蘭琪
布农族	布農族
布利吉	布利吉
布劳恩	布勞恩
布卡拉	布卡拉
布吉河	布吉河
布告栏	布告欄
布告牌	布告牌
布哈拉	布哈拉
布哈林	布哈林
布喀河	布喀河
布坎南	布坎南
布娃娃	布娃娃
布宜若	布宜若
布宜诺	布宜諾
布尔兹	布爾茲
布尔津	布爾津
布尔省	布爾省
布尔诺	布爾諾
布希号	布希號
布希曼	布希曼
布德尔	布德爾
布拉克	布拉克
布拉吉	布拉吉
布拉德	布拉德
布拉格	布拉格
布拉欣	布拉欣
布拉谢	布拉謝
布拖县	布拖縣
布招儿	布招兒
布掸子	布撣子
布政使	布政使
布政司	布政司
布朗士	布朗士
布朗夏	布朗夏
布朗妮	布朗妮
布朗宁	布朗寧
布朗德	布朗德
布朗族	布朗族
布朗森	布朗森
布朗特	布朗特
布格河	布格河
布法罗	布法羅
布洒器	布灑器
布洛克	布洛克
布洛湾	布洛灣
布洛芬	布洛芬
布特哈	布特哈
布瑞尤	布瑞尤
布瑞特	布瑞特
布瑞顿	布瑞頓
布用填	布用填
布疑阵	佈疑陣
布累尔	布累爾
布纶堡	布綸堡
布纹纸	布紋紙
布维岛	布維島
布罗迪	布羅迪
布置成	佈置成
布胡会	布胡會
布莱克	布萊克
布莱尔	布萊爾
布莱尼	布萊尼
布莱德	布萊德
布莱恩	布萊恩
布莱特	布萊特
布莱顿	布萊頓
布衣交	布衣交
布衫儿	布衫兒
布袋安	布袋安
布袋戏	布袋戲
布袋港	布袋港
布袋莲	布袋蓮
布袋装	布袋裝
布袋镇	布袋鎮
布西县	布西縣
布谷鸟	布穀鳥
布达式	布達式
布迪亚	布迪亞
布道所	佈道所
布那喀	布那喀
布里斯	布里斯
布隆迪	布隆迪
布雅湾	布雅灣
布雷克	布雷克
布雷尔	布雷爾
布雷恩	布雷恩
布雷拉	布雷拉
布雷的	佈雷的
布雷舰	佈雷艦
布雷艇	佈雷艇
布雷蒙	布雷蒙
布雷迪	布雷迪
布雷队	佈雷隊
布雷顿	布雷頓
布雷默	布雷默
布马雪	布馬雪
布鲁克	布魯克
布鲁勒	布魯勒
布鲁尼	布魯尼
布鲁托	布魯托
布鲁斯	布魯斯
布鲁日	布魯日
布鲁珊	布魯珊
布鲁诺	布魯諾
帅呆了	帥呆了
帆布包	帆布包
帆布椅	帆布椅
帆布牀	帆布牀
帆布袋	帆布袋
帆布鞋	帆布鞋
师生杯	師生盃
师范生	師範生
师范类	師範類
希克斯	希克斯
希拉克	希拉剋
希拉里	希拉裏
希斯仑	希斯崙
帕修斯	帕修斯
帕台农	帕台農
帕穆克	帕穆克
帕谢克	帕謝克
帘子布	帘子布
帘子线	帘子綫
帘幕式	簾幕式
帘幽梦	簾幽夢
带丑闻	帶醜聞
带个好	帶個好
带出去	帶出去
带出来	帶出來
带回到	帶回到
带回去	帶回去
带回来	帶回來
带征银	帶徵銀
席哈克	席哈克
席志成	席誌成
席湘漓	席湘漓
帮不了	幫不了
常回去	常回去
常回来	常回來
常胜军	常勝軍
常胜家	常勝家
常衡制	常衡制
常见于	常見於
干一坛	乾一罈
干一杯	乾一杯
干一碗	乾一碗
干下去	幹下去
干不下	幹不下
干不了	幹不了
干不干	幹不幹
干不成	幹不成
干两年	幹兩年
干两杯	乾兩杯
干个够	乾個夠
干买卖	幹買賣
干了杯	乾了杯
干事会	幹事會
干事长	幹事長
干什么	幹什麼
干任何	幹任何
干伸舌	乾伸舌
干何事	幹何事
干你娘	幹你娘
干傻事	幹傻事
干儿子	乾兒子
干冒烟	乾冒煙
干农活	幹農活
干几件	幹幾件
干几宗	幹幾宗
干几手	乾幾手
干几杯	乾幾杯
干几桩	幹幾樁
干几番	幹幾番
干几碗	乾幾碗
干几辈	幹幾輩
干凯文	干凱文
干別的	幹別的
干刻版	乾刻版
干剥剥	乾剝剝
干劲儿	幹勁兒
干又热	乾又熱
干哥哥	乾哥哥
干回付	乾回付
干坏事	幹壞事
干坐着	乾坐著
干坛子	乾罈子
干堂婶	乾堂嬸
干大事	幹大事
干女儿	乾女兒
干女友	幹女友
干女婿	乾女婿
干奴才	乾奴才
干妹妹	乾妹妹
干姊姊	乾姊姊
干就干	幹就幹
干屎橛	乾屎橛
干巴巴	乾巴巴
干干的	乾乾的
干弟弟	乾弟弟
干强盗	幹強盜
干得了	幹得了
干得很	乾得很
干性油	幹性油
干打垒	乾打壘
干打雷	乾打雷
干扰到	干擾到
干扰力	干擾力
干扰素	干擾素
干拎娘	幹拎娘
干掉杯	乾掉杯
干撂台	乾撂台
干撇下	乾撇下
干支剌	乾支剌
干支支	乾支支
干支沟	干支溝
干数杯	乾數杯
干村沙	乾村沙
干梅子	乾梅子
干正事	幹正事
干此坛	乾此罈
干此杯	乾此杯
干毛巾	乾毛巾
干洗店	乾洗店
干活儿	幹活兒
干涉仪	干涉儀
干清宫	乾清宮
干湿发	乾濕髮
干灯盏	乾燈盞
干燥剂	乾燥劑
干燥器	乾燥器
干燥机	乾燥機
干燥箱	乾燥箱
干爸爸	乾爸爸
干犯法	幹犯法
干甚么	幹甚麼
干生受	乾生受
干生子	乾生子
干生气	乾生氣
干电池	乾電池
干瘪瘪	乾癟癟
干癣性	乾癬性
干白儿	乾白兒
干的好	幹的好
干眼病	乾眼病
干眼症	干眼症
干着急	乾着急
干瞪眼	乾瞪眼
干站着	乾站著
干篾片	乾篾片
干粗活	幹粗活
干粮袋	乾糧袋
干細胞	幹細胞
干细胞	幹細胞
干绷儿	乾繃兒
干肉片	乾肉片
干茨腊	乾茨臘
干茶钱	乾茶錢
干草叉	乾草叉
干草堆	乾草堆
干草机	乾草機
干草粉	乾草粉
干营生	幹營生
干著急	乾著急
干血浆	乾血漿
干衣机	乾衣機
干货物	幹貨物
干起来	幹起來
干过杯	乾過杯
干过瘾	乾過癮
干这杯	乾這杯
干那杯	乾那杯
干酵母	乾酵母
干闼婆	乾闥婆
干阿奶	乾阿奶
干霍乱	乾霍亂
干革命	幹革命
干馏法	乾餾法
干麻学	幹麻學
干麻阿	幹麻阿
平个人	平個人
平台数	平台數
平均价	平均價
平复帖	平復帖
平安里	平安裏
平康里	平康里
平板仪	平板儀
平板车	平板車
平泉庄	平泉莊
平衡台	平衡台
平谷区	平谷區
平谷县	平谷縣
平足症	平足症
平针缝	平針縫
平面图	平面圖
平面子	平面子
平面段	平面段
平面波	平面波
平面角	平面角
平面镜	平面鏡
年代里	年代裏
年历史	年歷史
年团子	年團子
年复合	年覆合
并上去	並上去
并上来	並上來
并不会	並不會
并不准	並不准
并不在	並不在
并不并	併不併
并不是	並不是
并不能	並不能
并且会	並且會
并且在	並且在
并且是	並且是
并且有	並且有
并且能	並且能
并举手	並舉手
并出去	並出去
并出来	並出來
并列为	並列爲
并列埠	並列埠
并卷机	併捲機
并发动	並發動
并发展	並發展
并发现	並發現
并发症	併發症
并发表	並發表
并可以	並可以
并吞下	併吞下
并回去	並回去
并回来	並回來
并头莲	並頭蓮
并存在	並存在
并州剪	並州剪
并没有	並沒有
并肩子	併肩子
并肩干	並肩幹
并能夠	並能夠
并蒂莲	並蒂蓮
并行口	並行口
并规范	並規範
并购买	並購買
并购案	併購案
并躺在	並躺在
并过去	並過去
并过来	並過來
并进去	並進去
并进来	並進來
并非在	並非在
并非是	並非是
幸亏在	幸虧在
幸亏是	幸虧是
幸亏有	幸虧有
幸发亭	幸發亭
幸好是	幸好是
幸好有	幸好有
幸存者	幸存者
幸福学	幸福學
幸福感	幸福感
幸而是	幸而是
幸运人	幸運人
幸运儿	幸運兒
幸运券	幸運券
幸运星	幸運星
幸运物	幸運物
幸运球	幸運球
幸运胡	幸運鬍
幸运色	幸運色
幸运草	幸運草
幺并矢	幺並矢
幻想曲	幻想曲
幽明录	幽明錄
广丰县	廣豐縣
广告曲	廣告曲
广告板	廣告板
广告系	廣告系
广播台	廣播臺
庄志伟	莊志偉
庄秋南	莊秋南
庄稼人	庄稼人
庄稼院	庄稼院
庄胜雄	莊勝雄
庆云县	慶雲縣
庆历史	慶歷史
床头柜	牀頭櫃
库仑计	庫侖計
库克山	庫克山
库工党	庫工黨
库瑞克	庫瑞克
库贝克	庫貝克
应克制	應剋制
应声虫	應聲蟲
应当会	應當會
应当在	應當在
应当是	應當是
应当有	應當有
应当能	應當能
应征信	應徵信
应征稿	應徵稿
应征者	應徵者
应用于	應用於
应采儿	應採兒
底夸克	底夸克
府兵制	府兵制
府干卿	府干卿
府干扰	府干擾
府干擾	府干擾
府干政	府干政
府干涉	府干涉
府干犯	府干犯
府干預	府干預
府干预	府干預
府谷县	府谷縣
庞克头	龐克頭
庞志龙	龐志龍
康托尔	康託爾
康济录	康濟錄
康百克	康百克
康采恩	康採恩
廉价品	廉價品
廉售价	廉售價
廖于诚	廖于誠
廖俊杰	廖俊傑
廖千莹	廖千瑩
廖志坚	廖志堅
廖本烟	廖本煙
廖本胜	廖本勝
廖英杰	廖英傑
廖金钟	廖金鐘
延伸出	延伸出
延地里	延地裏
建党节	建黨節
建构出	建構出
建筑业	建築業
建筑商	建築商
建筑学	建築學
建筑师	建築師
建筑物	建築物
建筑界	建築界
建筑科	建築科
建筑系	建築系
建筑羣	建築羣
建筑群	建築羣
建筑节	建築節
建造出	建造出
建都于	建都於
廿五万	廿五萬
开不了	開不了
开元录	開元錄
开出去	開出去
开出来	開出來
开创出	開創出
开化党	開化黨
开卷考	開卷考
开发中	開發中
开发为	開發爲
开发井	開發井
开发出	開發出
开发区	開發區
开发商	開發商
开发局	開發局
开发成	開發成
开发案	開發案
开发法	開發法
